id,embedding,project_text,Added count,Adjusted Function Points,Application Group,Application Type,Development Methodologies,Development Platform,Development Techniques,Development Type,Enquiry count,File count,Functional Size,ISBSG Project ID,Industry Sector,Input count,Interface count,Max Team Size,Normalised Work Effort,Organisation Type,Output count,Primary Programming Language,Project Activity Scope,Sprints / iterations,Year of Project
3014,"[-0.02379654  0.04959767 -0.00878629 ... -0.00962693 -0.00531866
 -0.00356463]","A Services industry project was developed by a Telecommunications organization. The project falls under the 'Business application' category, specifically as a 'Database Application' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 420.0 function points, with an adjusted function size of 420.0 function points. The normalized work effort for the project was 2545.0 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 4 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 5 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,420.0,Business application,Database Application;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,420.0,25050,Services,75.64444444444445,5.933333333333334,3.6,2545.0,Telecommunications;,65.4,Java,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",5.0,2020
585,"[-0.02385234  0.06575333 -0.00322064 ... -0.01549012 -0.00657615
 -0.00866466]","A Medical & Health Care industry project was developed by a Medical and Health Care organization. The project falls under the 'Business Application' category, specifically as a 'not recorded' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 7.0 function points, with an adjusted function size of 7.0 function points. The normalized work effort for the project was 1700.0 person-hours.

The scope of activities included Planning, Specification, Design, Build, Test, Implement, Proj Management. The maximum team size reached 39 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,7.0,Business Application,not recorded;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,7.0,13020,Medical & Health Care,75.64444444444445,5.933333333333334,39.0,1700.0,Medical and Health Care;,65.4,Java,Planning;Specification;Design;Build;Test;Implement;Proj Management;,6.685359589041096,2012
393,"[-0.02892066  0.05478689 -0.01184799 ... -0.01405039 -0.00634197
 -0.00385622]","A Construction industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Database System' application. It was an Enhancement project, developed on a PC platform using Oracle as the primary programming language.

The functional size of the project was 1564.0 function points, with an adjusted function size of 448.84973554361267 function points. The normalized work effort for the project was 8712.5 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 4 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 18 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,448.84973554361267,Business Application,Database System;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,1564.0,12051,Construction,75.64444444444445,5.933333333333334,4.5,8712.5,Telecommunications;,65.4,Oracle,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",18.0,2019
549,"[-0.01832829  0.06501047 -0.01037837 ... -0.01624441 -0.00577989
 -0.00475436]","A Agriculture, Forestry and Fishing industry project was developed by a Telecommunications organization. The project falls under the 'Business application' category, specifically as a 'Financial Transactions' application. It was an Enhancement project, developed on a PC platform using Mendix as the primary programming language.

The functional size of the project was 1391.0 function points, with an adjusted function size of 1391.0 function points. The normalized work effort for the project was 4320.0 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 2 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 19 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,1391.0,Business application,Financial Transactions;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,1391.0,12839,"Agriculture, Forestry and Fishing",75.64444444444445,5.933333333333334,2.4,4320.0,Telecommunications;,65.4,Mendix,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",19.0,2019
3393,"[-0.02369359  0.04525114 -0.01219185 ... -0.01894501 -0.00125287
 -0.01100881]","A Communication industry project was developed by a Communications organization. The project falls under the 'Business Application' category, specifically as a 'Other' application. It was an New development project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 486.0 function points, with an adjusted function size of 519.0 function points. The normalized work effort for the project was 3975.0 person-hours.

The scope of activities included Plan, Specify, Design, Build, Test, Implement. The maximum team size reached 7 members. The project followed the Iterative methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,519.0,Business Application,Other;,Iterative;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,New development,33.08888888888889,45.48888888888889,486.0,26905,Communication,75.64444444444445,5.933333333333334,7.0,3975.0,Communications;,65.4,Java,Plan;Specify;Design;Build;Test;Implement;,6.685359589041096,2010
3593,"[-0.03951479  0.06740195 -0.01192312 ... -0.01584425 -0.00179386
  0.00344596]","A Retail industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Communications' application. It was an Enhancement project, developed on a PC platform using Oracle as the primary programming language.

The functional size of the project was 436.0 function points, with an adjusted function size of 448.84973554361267 function points. The normalized work effort for the project was 2583.75 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 4 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,448.84973554361267,Business Application,Communications;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,436.0,27906,Retail,75.64444444444445,5.933333333333334,3.9,2583.75,Telecommunications;,65.4,Oracle,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",6.0,2018
5568,"[-0.02748393  0.05405714 -0.01164408 ... -0.0134411  -0.00258983
  0.00202165]","A Telecom industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Customer Management' application. It was an Enhancement project, developed on a PC platform using Android as the primary programming language.

The functional size of the project was 229.0 function points, with an adjusted function size of 229.0 function points. The normalized work effort for the project was 2557.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 7 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,229.0,Business Application,Customer Management;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,229.0,40152,Telecom,75.64444444444445,5.933333333333334,7.0,2557.0,Telecommunications;,65.4,Android,Design;Build;Test;Implement;,6.685359589041096,2021
5904,"[-0.03618093  0.04870635 -0.01019718 ... -0.0138315   0.00022157
 -0.00430764]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business application' category, specifically as a 'Data Warehouse system' application. It was an Enhancement project, developed on a PC platform using PL/SQL as the primary programming language.

The functional size of the project was 97.0 function points, with an adjusted function size of 97.0 function points. The normalized work effort for the project was 463.557 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,97.0,Business application,Data Warehouse system;,Waterfall;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,97.0,43258,Communication,75.64444444444445,5.933333333333334,13.957282568122436,463.557,Telecommunications;,65.4,PL/SQL,Design;Build;Test;Implement;,1.0,2021
1872,"[-0.02995313  0.06375552 -0.00956656 ... -0.01210579 -0.01066635
 -0.00257157]","A Utilities industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Logistics' application. It was an Enhancement project, developed on a PC platform using Net as the primary programming language.

The functional size of the project was 622.0 function points, with an adjusted function size of 448.84973554361267 function points. The normalized work effort for the project was 3613.75 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 5 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 11 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,448.84973554361267,Business Application,Logistics;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,622.0,19479,Utilities,75.64444444444445,5.933333333333334,4.6,3613.75,Telecommunications;,65.4,.Net,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",11.0,2018
1078,"[-0.02074128  0.04946887 -0.00826269 ... -0.01508982 -0.00270404
 -0.00618773]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Logistic or supply planning & control' application. It was an Enhancement project, developed on a Multi platform using Java as the primary programming language.

The functional size of the project was 73.0 function points, with an adjusted function size of 73.0 function points. The normalized work effort for the project was 1938.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Data Modelling, Object Oriented, Prototyping.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,73.0,Business Application,Logistic or supply planning & control;,Waterfall (incl Linear Processing & SSADM);,Multi,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,Enhancement,33.08888888888889,45.48888888888889,73.0,15521,Communication,75.64444444444445,5.933333333333334,13.957282568122436,1938.0,Telecommunications;,65.4,Java,Design;Build;Test;Implement;,1.0,2012
472,"[-0.0227859   0.04910037 -0.00901283 ... -0.01964015  0.00020857
 -0.00977014]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Customer Management' application. It was an Enhancement project, developed on a PC platform using Unknown as the primary programming language.

The functional size of the project was 137.0 function points, with an adjusted function size of 137.0 function points. The normalized work effort for the project was 441.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,137.0,Business Application,Customer Management;,Waterfall;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,137.0,12475,Communication,75.64444444444445,5.933333333333334,13.957282568122436,441.0,Telecommunications;,65.4,Unknown,Design;Build;Test;Implement;,1.0,2020
2124,"[-0.02547527  0.04882205 -0.01042623 ... -0.01424254 -0.00069113
 -0.00344215]","A Communication industry project was developed by a Communications organization. The project falls under the 'Business Application' category, specifically as a 'Client and Account Management' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 40.0 function points, with an adjusted function size of 448.84973554361267 function points. The normalized work effort for the project was 3780.45904770735 person-hours.

The scope of activities included Planning, Specification, Design, Build, Test, Implement, Proj Management. The maximum team size reached 14 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,448.84973554361267,Business Application,Client and Account Management;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,40.0,20646,Communication,75.64444444444445,5.933333333333334,13.957282568122436,3780.45904770735,Communications;,65.4,Java,Planning;Specification;Design;Build;Test;Implement;Proj Management;,6.685359589041096,2016
1566,"[-0.02679619  0.06510457 -0.00480495 ... -0.0133735  -0.00369596
 -0.00736321]","A Medical & Health Care industry project was developed by a Medical and Health Care organization. The project falls under the 'Business Application' category, specifically as a 'not recorded' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 32.0 function points, with an adjusted function size of 32.0 function points. The normalized work effort for the project was 8688.0 person-hours.

The scope of activities included Planning, Specification, Design, Build, Test, Implement, Proj Management. The maximum team size reached 131 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,32.0,Business Application,not recorded;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,32.0,18129,Medical & Health Care,75.64444444444445,5.933333333333334,131.0,8688.0,Medical and Health Care;,65.4,Java,Planning;Specification;Design;Build;Test;Implement;Proj Management;,6.685359589041096,2012
2206,"[-0.01583481  0.05911663 -0.01014418 ... -0.02718309 -0.00348861
 -0.00584733]","A Manufacturing industry project was developed by a Manufacturing organization. The project falls under the 'Business Application' category, specifically as a 'Parts selling' application. It was an Enhancement project, developed on a MF platform using RPL as the primary programming language.

The functional size of the project was 63.0 function points, with an adjusted function size of 63.0 function points. The normalized work effort for the project was 693.0 person-hours.

The scope of activities included Specification, Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,63.0,Business Application,Parts selling;,Agile Development;,MF,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,63.0,21097,Manufacturing,75.64444444444445,5.933333333333334,13.957282568122436,693.0,Manufacturing;,65.4,RPL,Specification;Design;Build;Test;Implement;,6.685359589041096,2011
1832,"[-0.03033774  0.05843556 -0.0077656  ... -0.0233874   0.00737444
 -0.01679116]","A Insurance industry project was developed by a Insurance organization. The project falls under the 'Business Application' category, specifically as a 'Unknown' application. It was an Enhancement project, developed on a PC platform using PL/SQL as the primary programming language.

The functional size of the project was 93.0 function points, with an adjusted function size of 93.0 function points. The normalized work effort for the project was 359.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Data Modelling, Object Oriented, Prototyping.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,93.0,Business Application,Unknown;,Waterfall (incl Linear Processing & SSADM);,PC,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,Enhancement,33.08888888888889,45.48888888888889,93.0,19302,Insurance,75.64444444444445,5.933333333333334,13.957282568122436,359.0,Insurance;,65.4,PL/SQL,Design;Build;Test;Implement;,1.0,2013
2966,"[-0.02926499  0.06322157 -0.00729164 ... -0.02124337  0.00387958
 -0.01902881]","A Insurance industry project was developed by a Insurance organization. The project falls under the 'Business Application' category, specifically as a 'Unknown' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 123.0 function points, with an adjusted function size of 123.0 function points. The normalized work effort for the project was 1620.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Data Modelling, Object Oriented, Prototyping.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,123.0,Business Application,Unknown;,Waterfall (incl Linear Processing & SSADM);,PC,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,Enhancement,33.08888888888889,45.48888888888889,123.0,24835,Insurance,75.64444444444445,5.933333333333334,13.957282568122436,1620.0,Insurance;,65.4,Java,Design;Build;Test;Implement;,1.0,2013
4047,"[-0.01636457  0.03945206 -0.00887098 ... -0.02466164 -0.00093567
  0.00025736]","A Manufacturing industry project was developed by a Manufacturing organization. The project falls under the 'Business Application' category, specifically as a 'Team Management' application. It was an New Development project, developed on a MR platform using ABAP as the primary programming language.

The functional size of the project was 223.0 function points, with an adjusted function size of 223.0 function points. The normalized work effort for the project was 2233.0 person-hours.

The scope of activities included Specification, Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,223.0,Business Application,Team Management;,Agile Development;,MR,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,New Development,33.08888888888889,45.48888888888889,223.0,30215,Manufacturing,75.64444444444445,5.933333333333334,13.957282568122436,2233.0,Manufacturing;,65.4,ABAP,Specification;Design;Build;Test;Implement;,6.685359589041096,2010
3470,"[-0.02566789  0.06521924 -0.00767723 ... -0.0174535  -0.00372292
 -0.01010683]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Data or database management' application. It was an Enhancement project, developed on a PC platform using Unknown as the primary programming language.

The functional size of the project was 148.0 function points, with an adjusted function size of 148.0 function points. The normalized work effort for the project was 2019.3 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,148.0,Business Application,Data or database management;,Waterfall (incl Linear Processing & SSADM);,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,148.0,27315,Communication,75.64444444444445,5.933333333333334,13.957282568122436,2019.3,Telecommunications;,65.4,Unknown,Design;Build;Test;Implement;,1.0,2019
4270,"[-0.03964246  0.05739184 -0.01211297 ... -0.01533494 -0.00158447
  0.00590966]","A Wholesale industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Communications' application. It was an Enhancement project, developed on a PC platform using Net as the primary programming language.

The functional size of the project was 314.0 function points, with an adjusted function size of 448.84973554361267 function points. The normalized work effort for the project was 2160.0 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 3 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 11 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,448.84973554361267,Business Application,Communications;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,314.0,31382,Wholesale,75.64444444444445,5.933333333333334,2.8,2160.0,Telecommunications;,65.4,.Net,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",11.0,2018
544,"[-0.01179717  0.05696654 -0.00875591 ... -0.01862368 -0.01097145
 -0.00189875]","A Agriculture, Forestry and Fishing industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Computer Aided Design' application. It was an Enhancement project, developed on a PC platform using OutSystems as the primary programming language.

The functional size of the project was 4147.0 function points, with an adjusted function size of 4147.0 function points. The normalized work effort for the project was 5820.0 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 1 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 41 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,4147.0,Business Application,Computer Aided Design;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,4147.0,12825,"Agriculture, Forestry and Fishing",75.64444444444445,5.933333333333334,1.1,5820.0,Telecommunications;,65.4,OutSystems,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",41.0,2023
2805,"[-0.02771233  0.06049515 -0.00821165 ... -0.01431857 -0.00647764
 -0.00887337]","A Finance industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Transaction Processing' application. It was an Enhancement project, developed on a PC platform using ABAP as the primary programming language.

The functional size of the project was 1129.0 function points, with an adjusted function size of 1129.0 function points. The normalized work effort for the project was 11555.0 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 10 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 18 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,1129.0,Business Application,Transaction Processing;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,1129.0,24091,Finance,75.64444444444445,5.933333333333334,9.9,11555.0,Telecommunications;,65.4,ABAP,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",18.0,2023
4071,"[-0.01968333  0.05636442 -0.01103708 ... -0.0134279  -0.00549398
 -0.00355553]","A Services industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Multimedia' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 1033.0 function points, with an adjusted function size of 448.84973554361267 function points. The normalized work effort for the project was 6035.0 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 3 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 17 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,448.84973554361267,Business Application,Multimedia;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,1033.0,30347,Services,75.64444444444445,5.933333333333334,3.4,6035.0,Telecommunications;,65.4,Java,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",17.0,2018
334,"[-3.73091474e-02  6.02078848e-02 -1.02978516e-02 ... -1.34645235e-02
  9.77375748e-05 -3.46894469e-03]","A Telecom industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Other' application. It was an Enhancement project, developed on a PC platform using Unknown as the primary programming language.

The functional size of the project was 128.0 function points, with an adjusted function size of 128.0 function points. The normalized work effort for the project was 9115.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 18 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,128.0,Business Application,Other;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,128.0,11767,Telecom,75.64444444444445,5.933333333333334,18.0,9115.0,Telecommunications;,65.4,Unknown,Design;Build;Test;Implement;,6.685359589041096,2022
2153,"[-0.03577036  0.06093004 -0.01060254 ... -0.01996826  0.00497172
 -0.01620081]","A Insurance industry project was developed by a Insurance organization. The project falls under the 'Business Application' category, specifically as a 'Workflow support & management' application. It was an Enhancement project, developed on a PC platform using Oracle as the primary programming language.

The functional size of the project was 1185.0 function points, with an adjusted function size of 1185.0 function points. The normalized work effort for the project was 4869.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 6 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,1185.0,Business Application,Workflow support & management;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,1185.0,20808,Insurance,75.64444444444445,5.933333333333334,6.0,4869.0,Insurance;,65.4,Oracle,Design;Build;Test;Implement;,6.685359589041096,2015
6568,"[-0.03226449  0.06093273 -0.01279893 ... -0.02173018 -0.0099321
 -0.0047116 ]","A Government industry project was developed by a Government organization. The project falls under the 'Business Application' category, specifically as a 'Customer relationship management' application. It was an New development project, developed on a PC platform using ASP.Net as the primary programming language.

The functional size of the project was 3970.0 function points, with an adjusted function size of 3970.0 function points. The normalized work effort for the project was 57487.0 person-hours.

The scope of activities included Plan, Specify, Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,3970.0,Business Application,Customer relationship management;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,New development,33.08888888888889,45.48888888888889,3970.0,50981,Government,75.64444444444445,5.933333333333334,13.957282568122436,57487.0,Government;,65.4,ASP.Net,Plan;Specify;Design;Build;Test;Implement;,6.685359589041096,2017
